id,instruction,instrument,piece_type,audio_setting,mistake_category,mistake,feedback,audio_path
bc0c53ad-487c-4658-9a60-114ea0d351fc,"Play the chord progression Am, F, C, G as triads, one chord per beat, at approximately 90 BPM, repeating the progression four times.",piano,exercise,single,tempo,The progression is played at approximately 60 BPM instead of 90 BPM.,Increase the tempo and use a metronome so the progression is played closer to 90 BPM while keeping one chord per beat.,data/processed/open_ended/audio/bc0c53ad-487c-4658-9a60-114ea0d351fc.wav
f9379281-dd61-45b7-8a60-7b05d7f951c9,"Play the chord progression Am, F, C, G as triads, one chord per beat, at approximately 60 BPM, repeating the progression four times.",piano,exercise,single,tempo,The progression is played at approximately 120 BPM instead of 60 BPM.,Slow down the tempo and use a metronome so the progression is played closer to 60 BPM while keeping one chord per beat.,data/processed/open_ended/audio/f9379281-dd61-45b7-8a60-7b05d7f951c9.wav
eed1f1b8-31ee-476a-bcef-fa35e66a686e,"Play the chord progression Am, F, C, G as triads, one chord per beat, at approximately 60 BPM, repeating the progression four times.",piano,exercise,single,tempo,The progression is played at approximately 90 BPM instead of 60 BPM.,Slow down the tempo and use a metronome so the progression is played closer to 60 BPM while keeping one chord per beat.,data/processed/open_ended/audio/eed1f1b8-31ee-476a-bcef-fa35e66a686e.wav
7cf7c6f1-e0e1-4537-ae2d-f254da8a35af,"Given the note sequence C–C–G–G–A–A–G–F–F–E–E–D–D–C, play each note as a quarter note with the right hand at a steady tempo, then repeat the entire sequence once.",piano,exercise,single,rhythm_and_timing,"The note sequence is played with an incorrect rhythm, alternating quarter and eighth notes instead of all quarter notes.",Play each note as a quarter note with equal duration and keep the rhythm steady throughout the entire sequence.,data/processed/open_ended/audio/7cf7c6f1-e0e1-4537-ae2d-f254da8a35af.wav
e16c4ca3-a8e1-49fc-96e5-c185b432e97c,"Play the chord sequence B♭–B♭–F–F–Gm–Gm–Dm–E♭–E♭–B♭–B♭–E♭–E♭–F as three-note root-position triads. Play all chords as quarter notes, except the Dm and the final F, which are held for two beats.",piano,exercise,single,harmony,The Dm chord is played as D major instead of D minor.,"Lower the third of the D chord to F natural so the chord is correctly played as D minor. Practice the Dm chord in isolation until it sounds correct, then work it back into the full sequence.",data/processed/open_ended/audio/e16c4ca3-a8e1-49fc-96e5-c185b432e97c.wav
3749bc66-be27-4754-a426-87f7313e5bfa,"Play the chord sequence B♭–B♭–F–F–Gm–Gm–Dm–E♭–E♭–B♭–B♭–E♭–E♭–F as three-note root-position triads. Play all chords as quarter notes, except the Dm and the final F, which are held for two beats.",piano,exercise,single,harmony,The Gm chord is played as E minor instead of G minor.,"Play a G minor triad with G as the root (G-B♭-D) instead of E minor. Practice the Gm chord in isolation until it sounds correct, then work it back into the full sequence.",data/processed/open_ended/audio/3749bc66-be27-4754-a426-87f7313e5bfa.wav
0bfdfd5c-5ee2-4aa9-9967-0ef4b0eea1a2,"Listen to the reference and play the same excerpt from ""Solas"".",piano,song_excerpt,double,rhythm_and_timing,"The left hand enters early on the first two chords, before the intended beat.","Practice each hand separately, then bring them together slowly. Make sure the left hand waits for the downbeat and both hands enter at the same time.",data/processed/open_ended/audio/0bfdfd5c-5ee2-4aa9-9967-0ef4b0eea1a2.wav
0f3c1cd3-3324-43b5-ae79-9449276daa7b,"Listen to the reference and play the same excerpt from ""Solas"".",piano,song_excerpt,double,rhythm_and_timing,"The left hand enters late on the first two chords, after the intended beat.","Practice each hand separately, then bring them together slowly. Focus on bringing the left hand in on time with the right, so both enter at the exact same moment.",data/processed/open_ended/audio/0f3c1cd3-3324-43b5-ae79-9449276daa7b.wav
4f397073-4caa-4de2-a410-a0c5a705a8ab,"Listen to the reference and play the same excerpt from ""To Build a Home"".",piano,song_excerpt,double,pitch,The melody is played an octave higher than in the reference.,Shift both hands down an octave to match the register of the reference. Play along with the reference to confirm both hands are in the correct register before playing through the full excerpt.,data/processed/open_ended/audio/4f397073-4caa-4de2-a410-a0c5a705a8ab.wav
bbc28083-31ad-4fe2-9f8c-54ad8134e1f2,"Listen to the reference and play the same excerpt from ""To Build a Home"".",piano,song_excerpt,double,dynamics,The overall dynamic level is softer than in the reference.,Press the keys with more weight and firmness to increase your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/bbc28083-31ad-4fe2-9f8c-54ad8134e1f2.wav
67e66dc3-b723-4373-a6cf-9ac0d876e255,"Listen to the reference and play the same excerpt from ""Mad World"".",piano,song_excerpt,double,dynamics,The overall dynamic level is louder than in the reference.,Release some weight from your fingers to reduce your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/67e66dc3-b723-4373-a6cf-9ac0d876e255.wav
cecc49b9-a4f7-4cca-bda2-7fe7ad4fb882,Listen to the reference and play the same one-octave C major scale ascending in legato.,piano,exercise,double,articulation,The scale is played staccato instead of legato.,"Connect the notes smoothly by holding each key until the next one is pressed, with no gaps. Practice slowly, making sure each key stays down until the next one is pressed, then gradually increase the tempo.",data/processed/open_ended/audio/cecc49b9-a4f7-4cca-bda2-7fe7ad4fb882.wav
e86bc1b9-e9ba-424c-a4c9-c0159c6163c2,Listen to the reference and play the same one-octave C major scale ascending in staccato.,piano,exercise,double,articulation,The scale is played legato instead of staccato.,"Play the notes short and detached, lifting your finger quickly so there is a small gap between each note. Practice slowly on the first few notes until the staccato is consistent, then play through the full scale.",data/processed/open_ended/audio/e86bc1b9-e9ba-424c-a4c9-c0159c6163c2.wav
df700634-10da-496b-b038-6a27828ee3e7,"Play the chord progression G, Bm, Am, Cm, three beats per chord, at a steady tempo.",piano,exercise,single,harmony,The last chord is played as C major instead of Cm.,"Play the last chord as Cm. Practice the transition from the previous chord to Cm slowly until you can make the change cleanly, then play through the full progression.",data/processed/open_ended/audio/df700634-10da-496b-b038-6a27828ee3e7.wav
a6ab94a9-3e90-4837-afa7-d7ab9f275b77,"Play the chord progression G, Bm, Am, C, three beats per chord, at a steady tempo.",piano,exercise,single,harmony,The last chord is played as Cm instead of C major.,"Play the last chord as C major. Practice the transition from the previous chord to C major slowly until you can make the change cleanly, then play through the full progression.",data/processed/open_ended/audio/a6ab94a9-3e90-4837-afa7-d7ab9f275b77.wav
5b9720cf-9761-46c5-a272-bb8faffea4b0,"Listen to the reference and play the same chord exercise (E5, Bsus4, C#m7, Asus2).",guitar,exercise,double,technique,The second chord (Bsus4) is muted and does not ring out clearly.,"Check your finger placement on the Bsus4 chord, pressing each string firmly and ensuring no fingers are accidentally touching adjacent strings.",data/processed/open_ended/audio/5b9720cf-9761-46c5-a272-bb8faffea4b0.wav
45e0072b-2b2f-42a4-abcb-3033da480f50,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,tempo,"The tempo rises during the second repetition, with the notes gradually becoming rushed.","Count aloud and keep a steady pulse throughout both repetitions, avoiding any acceleration toward the end.",data/processed/open_ended/audio/45e0072b-2b2f-42a4-abcb-3033da480f50.wav
e6678182-66fd-4355-b90b-d763bdf4c7e8,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,technique,"In the second repetition, the D arpeggio notes do not ring out clearly and sound muted.","Check your finger placement on the D arpeggio in the second repetition, pressing each string firmly and ensuring no fingers are accidentally touching adjacent strings.",data/processed/open_ended/audio/e6678182-66fd-4355-b90b-d763bdf4c7e8.wav
956816df-e211-4fb6-8819-28b82d29b4bb,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,technique,"The G note (1st string, 3rd fret) has audible fret buzz instead of ringing out cleanly.",Press the 3rd fret on the first string firmly and as close to the fret as possible to eliminate the buzzing.,data/processed/open_ended/audio/956816df-e211-4fb6-8819-28b82d29b4bb.wav
64e23b91-53fe-43ed-8415-4080058cec34,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,tempo,The tempo is faster than the reference.,Slow down in small steps until each note matches the pace of the reference.,data/processed/open_ended/audio/64e23b91-53fe-43ed-8415-4080058cec34.wav
a110a349-dbeb-4b2c-9917-f9b43c9afe80,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,no_mistake,,,data/processed/open_ended/audio/a110a349-dbeb-4b2c-9917-f9b43c9afe80.wav
850841f8-e80f-49af-b143-01b6e77d239d,"Listen to the reference and play the same excerpt from ""Highway to Hell"".",guitar,song_excerpt,double,technique,The D/F# and G5 chords in the 2nd and 3rd repetitions do not ring out clearly and sound muted.,"Check your finger placement on the D/F# and G5 chords in the 2nd and 3rd repetitions, pressing each string firmly and ensuring no fingers are accidentally touching adjacent strings.",data/processed/open_ended/audio/850841f8-e80f-49af-b143-01b6e77d239d.wav
dc364add-8c1a-417f-acde-84d92ffa8ca0,"Listen to the reference and play the same chord exercise (Bm, Bm/A, Gmaj7, Bm/E).",guitar,exercise,double,tempo,"The tempo is unsteady, with a noticeable acceleration in the middle of the excerpt before returning to the original pace.","Count aloud and keep a steady pulse throughout, especially through the middle section where the tempo becomes unsteady.",data/processed/open_ended/audio/dc364add-8c1a-417f-acde-84d92ffa8ca0.wav
284b8508-8363-4046-8900-a875a17cedba,"Listen to the reference and play the same excerpt from ""Clocks"".",guitar,song_excerpt,double,technique,The chords in the second repetition do not ring out clearly and sound muted.,"Check your finger placement in the second repetition, pressing each string firmly and ensuring no fingers are accidentally touching adjacent strings.",data/processed/open_ended/audio/284b8508-8363-4046-8900-a875a17cedba.wav
afac8a2c-9ae3-4ffa-ae89-83793d91657a,"Listen to the reference and play the same excerpt from ""End of Beginning"".",guitar,song_excerpt,double,technique,The first Fm7 chord has audible fret buzz instead of ringing out cleanly.,Press the strings of the first Fm7 chord firmly and as close to the fret as possible to eliminate the buzzing.,data/processed/open_ended/audio/afac8a2c-9ae3-4ffa-ae89-83793d91657a.wav
60045897-681c-46d2-bad9-b73beb2a3ccb,"Listen to the reference and play the same excerpt from ""End of Beginning"".",guitar,song_excerpt,double,technique,The first Fm7 chord does not ring out clearly and sounds muted.,"Check your finger placement on the first Fm7 chord, pressing each string firmly and ensuring no fingers are accidentally touching adjacent strings.",data/processed/open_ended/audio/60045897-681c-46d2-bad9-b73beb2a3ccb.wav
36735f83-bc3f-4c82-a790-70f284af7057,"Play a one-octave C major scale, ascending and descending, in staccatissimo, at a steady tempo.",piano,exercise,single,articulation,The scale is played legato instead of staccatissimo.,"Play the notes as short and detached as possible, lifting your finger immediately after each key is pressed. Practice slowly on the first few notes until the staccatissimo is consistent, then play through the full scale.",data/processed/open_ended/audio/36735f83-bc3f-4c82-a790-70f284af7057.wav
690901c2-1794-48cd-8a5e-6d3559395f04,"Play a one-octave C major scale, ascending and descending, with accents on every second note starting from C.",piano,exercise,single,articulation,The scale is played legato instead of with accents on every second note.,Emphasize every second note starting from C by pressing those keys with noticeably more weight and force.,data/processed/open_ended/audio/690901c2-1794-48cd-8a5e-6d3559395f04.wav
ab12db9a-a885-4bc1-a09d-5f52bdc66a80,"Play a one-octave C major scale ascending in legato, one note per beat, at a steady tempo.",piano,exercise,single,rhythm_and_timing,"The G note is held much longer than the other notes, disrupting the steady tempo.","Keep all notes at an even duration, without holding any note longer than the others. Use a metronome and practice slowly, releasing each key on time before moving to the next note.",data/processed/open_ended/audio/ab12db9a-a885-4bc1-a09d-5f52bdc66a80.wav
2d2d2374-e98c-43d0-a0ab-8d43ca5a0cb7,"Listen to the reference and play the same excerpt from ""Dream On"".",piano,song_excerpt,double,dynamics,The overall dynamic level is louder than the reference.,Release some weight from your fingers to reduce your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/2d2d2374-e98c-43d0-a0ab-8d43ca5a0cb7.wav
e412970a-2a98-4a2a-b080-4b68c1283d9c,"Listen to the reference and play the same excerpt from ""No Time To Die"".",piano,song_excerpt,double,dynamics,The overall dynamic level is louder than the reference.,Release some weight from your fingers to reduce your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/e412970a-2a98-4a2a-b080-4b68c1283d9c.wav
e75c7d95-f58b-4d37-85f3-baaf9e9bf71e,"Listen to the reference and play the same excerpt from ""Oceano"".",piano,song_excerpt,double,dynamics,The overall dynamic level is louder than the reference.,Release some weight from your fingers to reduce your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/e75c7d95-f58b-4d37-85f3-baaf9e9bf71e.wav
81e13fd2-d9d4-409c-8d5c-a6b0ec1defaf,"Listen to the reference and play the same excerpt from ""Someone Like You"".",piano,song_excerpt,double,dynamics,The overall dynamic level is louder than the reference.,Release some weight from your fingers to reduce your overall volume and match the dynamic level of the reference.,data/processed/open_ended/audio/81e13fd2-d9d4-409c-8d5c-a6b0ec1defaf.wav
b5309bc7-823f-4f2c-b338-aace726378dd,"Play the chord progression Am, F, Dm, E7 twice, one chord per bar, at a steady tempo.",piano,exercise,single,harmony,"In the second repetition, the E7 chord is played as G major.",Play the last chord of the second repetition as E7. Isolate the last two bars of that repetition and practice slowly until E7 comes out correctly before playing the full progression.,data/processed/open_ended/audio/b5309bc7-823f-4f2c-b338-aace726378dd.wav
d6721c74-70d4-4b28-8380-92fc5f27b7d9,"Play the chord progression Bm, G, A, D twice, one chord per bar, at a steady tempo.",piano,exercise,single,harmony,"In both repetitions, the Bm chord is played as B major.","Play Bm instead of B major by lowering the third from D# to D. Practice the Bm chord in isolation until it sounds correct, then work it back into the progression.",data/processed/open_ended/audio/d6721c74-70d4-4b28-8380-92fc5f27b7d9.wav
68d01e0f-5a38-4896-8732-7f4fa6fb9d14,"Listen to the reference and play the same excerpt from ""Gymnopédie No. 3"".",piano,song_excerpt,double,articulation,The melody is played staccato instead of legato.,"Connect the notes smoothly by holding each key until the next one is pressed, with no gaps between notes. Practice the melody slowly, making sure you maintain a consistent legato throughout.",data/processed/open_ended/audio/68d01e0f-5a38-4896-8732-7f4fa6fb9d14.wav
