id,instruction,instrument,piece_type,audio_setting,mistake_category,options,answer,audio_path
bbc28083-31ad-4fe2-9f8c-54ad8134e1f2,"Listen to the reference and play the same excerpt from ""To Build a Home"".",piano,song_excerpt,double,dynamics,"articulation, tempo, dynamics, no_mistake",dynamics,data/processed/mcq/audio/bbc28083-31ad-4fe2-9f8c-54ad8134e1f2.wav
67e66dc3-b723-4373-a6cf-9ac0d876e255,"Listen to the reference and play the same excerpt from ""Mad World"".",piano,song_excerpt,double,dynamics,"no_mistake, tempo, articulation, dynamics",dynamics,data/processed/mcq/audio/67e66dc3-b723-4373-a6cf-9ac0d876e255.wav
cecc49b9-a4f7-4cca-bda2-7fe7ad4fb882,Listen to the reference and play the same one-octave C major scale ascending in legato.,piano,exercise,double,articulation,"no_mistake, dynamics, rhythm_and_timing, articulation",articulation,data/processed/mcq/audio/cecc49b9-a4f7-4cca-bda2-7fe7ad4fb882.wav
e86bc1b9-e9ba-424c-a4c9-c0159c6163c2,Listen to the reference and play the same one-octave C major scale ascending in staccato.,piano,exercise,double,articulation,"dynamics, no_mistake, articulation, rhythm_and_timing",articulation,data/processed/mcq/audio/e86bc1b9-e9ba-424c-a4c9-c0159c6163c2.wav
df700634-10da-496b-b038-6a27828ee3e7,"Play the chord progression G, Bm, Am, Cm, three beats per chord, at a steady tempo.",piano,exercise,single,harmony,"no_mistake, harmony, pitch, rhythm_and_timing",harmony,data/processed/mcq/audio/df700634-10da-496b-b038-6a27828ee3e7.wav
a6ab94a9-3e90-4837-afa7-d7ab9f275b77,"Play the chord progression G, Bm, Am, C, three beats per chord, at a steady tempo.",piano,exercise,single,harmony,"rhythm_and_timing, harmony, no_mistake, pitch",harmony,data/processed/mcq/audio/a6ab94a9-3e90-4837-afa7-d7ab9f275b77.wav
5b9720cf-9761-46c5-a272-bb8faffea4b0,"Listen to the reference and play the same chord exercise (E5, Bsus4, C#m7, Asus2).",guitar,exercise,double,technique,"technique, articulation, no_mistake, dynamics",technique,data/processed/mcq/audio/5b9720cf-9761-46c5-a272-bb8faffea4b0.wav
45e0072b-2b2f-42a4-abcb-3033da480f50,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,tempo,"no_mistake, rhythm_and_timing, dynamics, tempo",tempo,data/processed/mcq/audio/45e0072b-2b2f-42a4-abcb-3033da480f50.wav
e6678182-66fd-4355-b90b-d763bdf4c7e8,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,technique,"technique, dynamics, articulation, no_mistake",technique,data/processed/mcq/audio/e6678182-66fd-4355-b90b-d763bdf4c7e8.wav
956816df-e211-4fb6-8819-28b82d29b4bb,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,technique,"articulation, dynamics, technique, no_mistake",technique,data/processed/mcq/audio/956816df-e211-4fb6-8819-28b82d29b4bb.wav
64e23b91-53fe-43ed-8415-4080058cec34,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,tempo,"tempo, no_mistake, rhythm_and_timing, dynamics",tempo,data/processed/mcq/audio/64e23b91-53fe-43ed-8415-4080058cec34.wav
a110a349-dbeb-4b2c-9917-f9b43c9afe80,"Listen to the reference and play the same excerpt from ""No Surprises"".",guitar,song_excerpt,double,no_mistake,"pitch, tempo, technique, no_mistake",no_mistake,data/processed/mcq/audio/a110a349-dbeb-4b2c-9917-f9b43c9afe80.wav
850841f8-e80f-49af-b143-01b6e77d239d,"Listen to the reference and play the same excerpt from ""Highway to Hell"".",guitar,song_excerpt,double,technique,"no_mistake, technique, articulation, dynamics",technique,data/processed/mcq/audio/850841f8-e80f-49af-b143-01b6e77d239d.wav
dc364add-8c1a-417f-acde-84d92ffa8ca0,"Listen to the reference and play the same chord exercise (Bm, Bm/A, Gmaj7, Bm/E).",guitar,exercise,double,tempo,"rhythm_and_timing, tempo, no_mistake, dynamics",tempo,data/processed/mcq/audio/dc364add-8c1a-417f-acde-84d92ffa8ca0.wav
284b8508-8363-4046-8900-a875a17cedba,"Listen to the reference and play the same excerpt from ""Clocks"".",guitar,song_excerpt,double,technique,"articulation, no_mistake, dynamics, technique",technique,data/processed/mcq/audio/284b8508-8363-4046-8900-a875a17cedba.wav
afac8a2c-9ae3-4ffa-ae89-83793d91657a,"Listen to the reference and play the same excerpt from ""End of Beginning"".",guitar,song_excerpt,double,technique,"no_mistake, technique, dynamics, articulation",technique,data/processed/mcq/audio/afac8a2c-9ae3-4ffa-ae89-83793d91657a.wav
60045897-681c-46d2-bad9-b73beb2a3ccb,"Listen to the reference and play the same excerpt from ""End of Beginning"".",guitar,song_excerpt,double,technique,"articulation, technique, dynamics, no_mistake",technique,data/processed/mcq/audio/60045897-681c-46d2-bad9-b73beb2a3ccb.wav
36735f83-bc3f-4c82-a790-70f284af7057,"Play a one-octave C major scale, ascending and descending, in staccatissimo, at a steady tempo.",piano,exercise,single,articulation,"no_mistake, dynamics, articulation, rhythm_and_timing",articulation,data/processed/mcq/audio/36735f83-bc3f-4c82-a790-70f284af7057.wav
690901c2-1794-48cd-8a5e-6d3559395f04,"Play a one-octave C major scale, ascending and descending, with accents on every second note starting from C.",piano,exercise,single,articulation,"rhythm_and_timing, no_mistake, articulation, dynamics",articulation,data/processed/mcq/audio/690901c2-1794-48cd-8a5e-6d3559395f04.wav
ab12db9a-a885-4bc1-a09d-5f52bdc66a80,"Play a one-octave C major scale ascending in legato, one note per beat, at a steady tempo.",piano,exercise,single,rhythm_and_timing,"no_mistake, tempo, rhythm_and_timing, pitch",rhythm_and_timing,data/processed/mcq/audio/ab12db9a-a885-4bc1-a09d-5f52bdc66a80.wav
2d2d2374-e98c-43d0-a0ab-8d43ca5a0cb7,"Listen to the reference and play the same excerpt from ""Dream On"".",piano,song_excerpt,double,dynamics,"no_mistake, tempo, dynamics, articulation",dynamics,data/processed/mcq/audio/2d2d2374-e98c-43d0-a0ab-8d43ca5a0cb7.wav
e412970a-2a98-4a2a-b080-4b68c1283d9c,"Listen to the reference and play the same excerpt from ""No Time To Die"".",piano,song_excerpt,double,dynamics,"dynamics, no_mistake, tempo, articulation",dynamics,data/processed/mcq/audio/e412970a-2a98-4a2a-b080-4b68c1283d9c.wav
e75c7d95-f58b-4d37-85f3-baaf9e9bf71e,"Listen to the reference and play the same excerpt from ""Oceano"".",piano,song_excerpt,double,dynamics,"no_mistake, articulation, tempo, dynamics",dynamics,data/processed/mcq/audio/e75c7d95-f58b-4d37-85f3-baaf9e9bf71e.wav
81e13fd2-d9d4-409c-8d5c-a6b0ec1defaf,"Listen to the reference and play the same excerpt from ""Someone Like You"".",piano,song_excerpt,double,dynamics,"tempo, no_mistake, dynamics, articulation",dynamics,data/processed/mcq/audio/81e13fd2-d9d4-409c-8d5c-a6b0ec1defaf.wav
b5309bc7-823f-4f2c-b338-aace726378dd,"Play the chord progression Am, F, Dm, E7 twice, one chord per bar, at a steady tempo.",piano,exercise,single,harmony,"no_mistake, pitch, rhythm_and_timing, harmony",harmony,data/processed/mcq/audio/b5309bc7-823f-4f2c-b338-aace726378dd.wav
d6721c74-70d4-4b28-8380-92fc5f27b7d9,"Play the chord progression Bm, G, A, D twice, one chord per bar, at a steady tempo.",piano,exercise,single,harmony,"rhythm_and_timing, no_mistake, harmony, pitch",harmony,data/processed/mcq/audio/d6721c74-70d4-4b28-8380-92fc5f27b7d9.wav
68d01e0f-5a38-4896-8732-7f4fa6fb9d14,"Listen to the reference and play the same excerpt from ""Gymnopédie No. 3"".",piano,song_excerpt,double,articulation,"rhythm_and_timing, no_mistake, articulation, dynamics",articulation,data/processed/mcq/audio/68d01e0f-5a38-4896-8732-7f4fa6fb9d14.wav
